"","score","text"
"76",-1,"RT @canariasjusapol: No entendemos por qué hablan de “calmar” “sabotear”...
Estamos ante una discriminación reprochable <ed><U+00A0><U+00BD><ed><U+00B2><U+00AF>% y la #Equiparaci…"
"77",-1,"RT @MIRAMETV: ESPECIAL INFORMATIVO <U+27A1> ¿Hasta cuándo tendrán que soportar los tinerfeños las colas en la #TF5? <ed><U+00A0><U+00BD><ed><U+00BA><U+0097><ed><U+00A0><U+00BD><ed><U+00BA><U+0095><ed><U+00A0><U+00BD><ed><U+00BA><U+0099><ed><U+00A0><U+00BD><ed><U+00BA><U+008C> ESTE JUEVES (21h) en #Mír…"
"78",-5,"RT @CsScTfe: <U+27A1><U+FE0F> @CsScTfe solicita la comparecencia del concejal de Urbanismo para que explique el estado en el que se encuentra la tramitac…"
"79",0,"RT @DaylingTF: #Gürtel
#PPtrama
Querido PP de Camps estaría bien que también la Audiencia Nacional sacará esto a la luz <ed><U+00A0><U+00BD><ed><U+00B1><U+0087>

https://t.co/Lel…"
"80",1,"@miguel_prat Estos eran los qe venian a arreglar los despropositos del PP <ed><U+00A0><U+00BD><ed><U+00B8><U+00A4>"
"81",-5,"<U+27A1><U+FE0F> @CsScTfe solicita la comparecencia del concejal de Urbanismo para que explique el estado en el que se encuentra… https://t.co/zMomT7wm6n"
"82",-2,"<ed><U+00A0><U+00BC><ed><U+00B6><U+0095> @evebruler pide que “se ejecute la red permanente de asistencia, visita y servicio de urgencia propuesta por el g… https://t.co/bVnZ1OWv5A"
"83",0,"Es una suerte tener a un presidente como Florentino, al mismo nivel mafioso que el PP. A ver si se le acaba el chollo ahora <ed><U+00A0><U+00BD><ed><U+00B8><U+008F>"
"84",-1,"ESPECIAL INFORMATIVO <U+27A1> ¿Hasta cuándo tendrán que soportar los tinerfeños las colas en la #TF5? <ed><U+00A0><U+00BD><ed><U+00BA><U+0097><ed><U+00A0><U+00BD><ed><U+00BA><U+0095><ed><U+00A0><U+00BD><ed><U+00BA><U+0099><ed><U+00A0><U+00BD><ed><U+00BA><U+008C> ESTE JUEVES (21… https://t.co/LHGIH0HULy"
"85",-3,"RT @CsScTfe: <ed><U+00A0><U+00BC><ed><U+00B6><U+0095> @CsScTfe solicita a CC y PP que expliquen cuál es el porcentaje de ejecución de las inversiones 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Hoy en @eldia https://t.co…"
"86",-2,"RT @CsCanarias: <ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> @mgcejascs ""El PP y el PSOE llevan 25 años sosteniendo a Coalición Canaria. Todos sabemos que CC es la 3ª fuerza en númer…"
"87",0,"<ed><U+00A0><U+00BD><ed><U+00BA><U+008C><U+267F>La capital destina 47.000 euros para el transporte adaptado a Las Teresitas<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
https://t.co/v8xc4vseex https://t.co/NvBxGrapAv"
"88",-2,"<ed><U+00A0><U+00BD><ed><U+00B4><U+00B9>@OscarGarciaGon: “Ni Tamara ni sus hijos se van a quedar en la calle decida lo que decida la justicia”(DA)<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>… https://t.co/ssusYUILKg"
"89",0,"<ed><U+00A0><U+00BD><ed><U+00B1><U+00A5>Satisfacción vecinal al reabrir Puerta Canseco tras cinco meses (ED)<ed><U+00A0><U+00BD><ed><U+00B1><U+0087>
https://t.co/vWKRtfsI7o https://t.co/aUhvGN5q24"
"90",-3,"<ed><U+00A0><U+00BC><ed><U+00B6><U+0095> @CsScTfe solicita a CC y PP que expliquen cuál es el porcentaje de ejecución de las inversiones 
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Hoy en @eldia https://t.co/qNHRxSrvVN"
"91",-3,"<ed><U+00A0><U+00BC><ed><U+00B6><U+0095> <U+2066>@CsScTfe<U+2069> pide explicaciones a CC y PP sobre el grado de ejecución de las inversiones municipales
<ed><U+00A0><U+00BD><ed><U+00B1><U+0089>Hoy en La Voz… https://t.co/IFcoH7Znsb"
"92",-2,"Todavía hay gente q piensa q el PP o Cs arreglarán España...
España necesita un cambio de Rumbo de 180*<U+21A9><U+FE0F><ed><U+00A0><U+00BC><ed><U+00B6><U+0098>"
"93",-2,"RT @CsCanarias: <ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> @mgcejascs ""Los casos de corrupción que afectan tanto al PP como al PSOE (caso ERE que sale en Otoño) están afectando a l…"
"94",-2,"<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> @mgcejascs ""El PP y el PSOE llevan 25 años sosteniendo a Coalición Canaria. Todos sabemos que CC es la 3ª fuerza… https://t.co/1dnx69q6W5"
"95",-2,"<ed><U+00A0><U+00BD><ed><U+00B3><U+00BB> @mgcejascs ""Los casos de corrupción que afectan tanto al PP como al PSOE (caso ERE que sale en Otoño) están afect… https://t.co/wbi35HUpWi"
