"","score","text"
"83",1,"RT @teidagua: <ed><U+00A0><U+00BD><ed><U+00B9><U+0084> La #lluvia fastidia
<U+2614><U+2614><U+2614><U+2614><U+2614><U+2614>
pero es una maravilla
<ed><U+00A0><U+00BC><ed><U+00BC><U+00B1><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00B2><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2618><ed><U+00A0><U+00BC><ed><U+00BC><U+00BE>

¡#FelizMartes! <ed><U+00A0><U+00BD><ed><U+00B8><U+008A>
#LaLaguna #7am <U+23F0>
#Tenerife https://t.co/xDYyak6oSb"
"84",0,"RT @ichhCanarias: En #GranCanaria
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Telde - Junto al @SPARgc La Barranquera
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Vega de San Mateo - Polideportivo
En #Tenerife
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Santa Cruz de T…"
"85",0,"En #GranCanaria
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Telde - Junto al @SPARgc La Barranquera
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Vega de San Mateo - Polideportivo
En #Tenerife
<ed><U+00A0><U+00BD><ed><U+00B3><U+008D>Santa Cru… https://t.co/8l74JMs7TR"
"86",-2,"RT @costamartianez: ¡Buenos días!
Que las nubes no te quiten las ganas de disfrutar el día... <ed><U+00A0><U+00BD><ed><U+00B8><U+0089> <U+26C5>
¡A por la semana! <ed><U+00A0><U+00BD><ed><U+00B2><U+00AA>
#FelizLunes #10DíasPa…"
"87",0,"RT @Manz: ¡En 2 semanas empezamos los cursos con @OSLULL, @FG_ULL y @CanalULL!
Programación web con Javascript (25/JUN, 2ECTS) <U+25BA> https://t.…"
"88",1,"RT @Tenerifelicidad: ¿Conoces la isla de Malta <ed><U+00A0><U+00BC><ed><U+00B7><U+00B2><ed><U+00A0><U+00BC><ed><U+00B7><U+00B9> ? Nosotros fuimos una semana y te contamos acerca de este país (VLOG) 

https://t.co/lIgs…"
"89",-2,"RT @Tenerifelicidad: ¡Estas cosas SOLO las podrás hacer en Tenerife! Vive aquí estas 6 experiencias <U+261D><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B6><U+0090><U+FE0F>
#Tenerifelicidad #Tenerife <ed><U+00A0><U+00BD><ed><U+00B2><U+0095> #Feli…"
"90",0,"RT @LoqueVeoTfe: @msolglez08 @lacoladelsur @carreterasTF @TenerifeVial <U+26A0><ed><U+00A0><U+00BD><ed><U+00BA><U+0098> Ahora mismo hay un AccidenteTF1 altura El Poris , Dirección Sur ,…"
"91",0,"¡Semana completa para los #dircom de #Canarias! 
<U+2705>Asamblea General Ordinaria y Electoral Extraordinaria mañana miér… https://t.co/nLidhD9n5k"
"92",1,"RT @Tenerifelicidad: ¡El pueblo más fiestero de España! <ed><U+00A0><U+00BC><ed><U+00BE><U+0089> We LOVE Los Realejos (VIDEO) <ed><U+00A0><U+00BD><ed><U+00B5><U+00BA><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> https://t.co/OyDUoXTcNa

#Tenerifelicidad #Teneri…"
"93",0,"RT @EtxartPanno_TF: Favorecedores, elegantes y juveniles, los monos de fiesta son tendencia.¡Larga vida al mono! Nos encantan <ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #EtxartPa…"
"94",-2,"RT @diariodeavisos: #LoMásLeído <ed><U+00A0><U+00BC><ed><U+00BF><U+00A8><ed><U+00A0><U+00BC><ed><U+00BF><U+00A8> Estas son las nuevas ‘catedrales’ del turismo en Tenerife https://t.co/dcGZhjZN6M #Tenerife https://t.co…"
